activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2023-12-08,Rainbow Bridge,2461,706,3404,6166,46.59248956884562,789,12.795977943561464
2023-12-08,USDT,724,321,1885,6458,34.013109978150034,1550,24.001238773614123
2023-12-08,meteor-points.near,683,408,1353,6027,98.90510948905109,3516,58.33748133399701
2023-12-08,Mintbase,657,12,60,3969,10.300408555635665,1672,42.12648022171832
2023-12-08,Paras,623,93,378,905,26.5625,92,10.165745856353592
2023-12-08,Exchanges,556,400,2269,8253,14.497109826589597,5916,71.68302435478007
2023-12-08,Stader,551,10,52,206,25.0,9,4.368932038834951
2023-12-08,Zomland,533,35,81,196,100.0,20,10.204081632653061
2023-12-08,Metapool,398,49,287,816,33.33333333333333,99,12.132352941176471
2023-12-08,Learn NEAR Club,352,102,606,1849,0.8188331627430911,946,51.162790697674424
2023-12-08,LiNEAR,329,28,188,501,31.313131313131315,128,25.54890219560878
2023-12-08,v1.jumbo_exchange.near,304,5,20,53,0.0,9,16.9811320754717
2023-12-08,driskiani.near,295,59,402,402,0.0,402,100.0
2023-12-08,HERE Wallet,216,112,446,895,44.96124031007752,110,12.290502793296088
2023-12-08,mint.sharddog.near,173,3,9,53,100.0,14,26.41509433962264
2023-12-08,Jump Finance,139,18,100,270,60.0,6,2.2222222222222223
2023-12-08,v2.keypom.near,137,9,19,61,66.66666666666666,14,22.950819672131146
2023-12-08,Neko,95,63,179,299,33.33333333333333,31,10.367892976588628
2023-12-08,Burrow,90,45,273,527,33.33333333333333,77,14.61100569259962
2023-12-08,Playible,89,35,56,127,57.14285714285714,31,24.409448818897637
2023-12-08,app.popula.near,66,13,34,119,57.57575757575758,12,10.084033613445378
2023-12-08,token.jumbo_exchange.near,57,12,58,105,33.33333333333333,8,7.6190476190476195
2023-12-08,world.pumpopoly.near,52,28,39,55,50.0,1,1.8181818181818181
2023-12-08,Cryptoheroes,51,4,62,93,0.0,3,3.225806451612903
2023-12-08,TradePort,47,11,40,110,25.0,10,9.090909090909092
2023-12-08,Octopus,46,12,80,147,0.0,1,0.6802721088435374
2023-12-08,dclv2.ref-labs.near,46,9,38,95,57.14285714285714,13,13.684210526315791
2023-12-08,Land 2 Empire,42,40,77,119,0.0,1,0.8403361344537815
2023-12-08,cookie.nekotoken.near,37,12,43,61,100.0,7,11.475409836065573
2023-12-08,devgovgigs,31,3,46,169,23.52941176470588,10,5.9171597633136095
2023-12-08,Realis Network,31,5,19,84,7.5,19,22.61904761904762
2023-12-08,SeatLab,30,4,17,51,11.11111111111111,3,5.88235294117647
2023-12-08,meta-vote.near,30,15,105,271,76.47058823529412,59,21.771217712177123
2023-12-08,near-punks.near,28,10,34,51,0.0,0,0.0
2023-12-08,asac.near,24,6,31,58,33.33333333333333,1,1.7241379310344827
2023-12-08,bounties.heroes.near,21,11,20,92,38.46153846153847,7,7.608695652173914
2023-12-08,token.bocachica_mars.near,15,6,26,79,0.0,0,0.0
2023-12-08,nearnautnft.near,14,6,36,53,0.0,1,1.8867924528301887
2023-12-08,busdt.store.raddx.near,13,5,6,233,59.183673469387756,12,5.150214592274678
2023-12-08,drip.popula.near,12,5,24,92,53.84615384615385,9,9.782608695652174
2023-12-08,encuestasv1.metademocracia_dao.near,12,5,462,473,0.0,471,99.57716701902748
2023-12-08,berryclub.ek.near,12,4,19,52,0.0,5,9.615384615384617
2023-12-08,Boca Chica,12,9,57,142,0.0,0,0.0
2023-12-08,cars.raddx.near,11,8,164,1144,79.89690721649485,142,12.412587412587413
2023-12-08,gear.enleap.near,11,5,19,81,75.0,7,8.641975308641975
2023-12-08,Pembrock,11,5,45,152,36.36363636363637,21,13.815789473684212
2023-12-08,pay.herewallet.near,10,4,5,87,88.88888888888889,4,4.597701149425287
2023-12-08,tinkerunion_nft.enleap.near,10,3,24,87,40.0,7,8.045977011494253
2023-12-08,Few and Far,10,7,38,86,33.33333333333333,4,4.651162790697675
2023-12-08,v1.ncaptcha.near,10,7,24,546,16.666666666666664,10,1.8315018315018317
2023-12-08,sol.token.a11bd.near,9,8,27,79,54.54545454545454,14,17.72151898734177
2023-12-08,launchpad.jumpfinance.near,9,8,32,79,0.0,0,0.0
2023-12-08,Phoenix Bonds,9,5,22,62,42.857142857142854,6,9.67741935483871
2023-12-08,Bodega Lab,8,5,16,75,66.66666666666666,16,21.333333333333336
2023-12-08,marmaj.tkn.near,6,4,52,114,20.0,18,15.789473684210526
2023-12-08,fusotao-token.near,6,5,15,59,25.0,7,11.864406779661017
2023-12-08,myriadcore.near,5,5,23,65,8.333333333333332,15,23.076923076923077
2023-12-08,core.namesky.near,5,4,23,178,3.3333333333333335,64,35.95505617977528
2023-12-08,nearton-staking.near,5,2,26,54,0.0,0,0.0
2023-12-08,king04.near,3,1,13,155,83.33333333333334,136,87.74193548387098
2023-12-08,dbio.near,3,3,24,70,0.0,5,7.142857142857142
2023-12-08,staking.enleap.near,2,2,21,78,50.0,1,1.282051282051282
2023-12-08,v2.ref-farming.near,2,2,22,54,0.0,0,0.0
2023-12-08,pre.meteor-token.near,1,1,1,383,80.0,322,84.07310704960835
2023-12-08,Cheddar Farm,1,1,14,52,0.0,6,11.538461538461538
2023-12-08,registry.i-am-human.near,1,1,38,370,100.0,6,1.6216216216216217
2023-12-08,Feiyu,0,0,27,276,4.150943396226415,169,61.23188405797102
2023-12-08,meteor-rewards.near,0,0,3,515,100.0,448,86.99029126213593
2023-12-08,mrx04.near,0,0,27,99,100.0,69,69.6969696969697
2023-12-08,Seventh Age,0,0,0,1723,0.39715616572689383,1640,95.18282066163668
2023-12-08,nearcon23.near,0,0,1,856,89.28571428571429,830,96.96261682242991
2023-12-08,bykbozy.near,0,0,2,74,100.0,68,91.8918918918919
2023-12-08,r9q.near,0,0,0,92,80.0,0,0.0
2023-12-08,hoanang.near,0,0,0,51,0.0,2,3.9215686274509802
2023-12-08,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-07,Overall,2072649,933034,2219018,3723134,61.0230593800152,1286993,34.567463862434174
2023-12-07,Kai-Ching,894532,727440,1410774,1985767,82.56439415644427,421344,21.218199315428247
2023-12-07,OTHER,566776,9829,68972,229319,25.94506830883875,105080,45.82263135632024
2023-12-07,Sweat Economy,325747,115373,407554,1055990,45.40472461287562,278078,26.333393308648755
2023-12-07,Play Ember,88468,81373,342873,543493,9.869730414329654,506138,93.12686639938325
2023-12-07,NEAR Crowd,70814,602,825,1070,0.0,0,0.0
2023-12-07,Orderly,20830,666,3410,8371,21.430812676498274,257,3.0701230438418348
2023-12-07,The Littles,17363,1,7,286,0.044306601683650866,275,96.15384615384616
2023-12-07,priceoracle.near,13329,40,129,256,54.54545454545454,15,5.859375
2023-12-07,REF,10328,190,792,1869,46.902654867256636,204,10.914927768860354
2023-12-07,SPIN,6625,30,85,249,66.66666666666666,31,12.449799196787147
2023-12-07,Wrapped NEAR,5122,520,2189,5363,27.31707317073171,1146,21.36863695692709
2023-12-07,Rainbow Bridge,4340,734,3010,5787,45.645645645645644,745,12.873682391567307
2023-12-07,Staking Pools,2609,1060,4678,13578,29.821473472466682,4623,34.04772425983208
2023-12-07,veax.near,1888,9,47,108,62.5,14,12.962962962962962
2023-12-07,inscription.near,1039,10,18729,24211,100.0,17043,70.39362273346825
2023-12-07,NEAR Social,987,513,5627,18137,41.7283950617284,9582,52.83122897943431
2023-12-07,meteor-points.near,751,446,1319,5924,99.62121212121212,3468,58.54152599594868
2023-12-07,Exchanges,671,420,2166,8211,14.515366430260046,5880,71.61125319693095
2023-12-07,USDT,658,331,1768,6359,33.47670250896057,1520,23.90312942286523
2023-12-07,Paras,613,75,352,876,26.984126984126984,84,9.58904109589041
2023-12-07,driskiani.near,601,120,343,343,0.0,343,100.0
2023-12-07,Stader,554,12,56,206,22.22222222222222,8,3.8834951456310676
2023-12-07,v1.jumbo_exchange.near,476,6,19,53,0.0,9,16.9811320754717
2023-12-07,Learn NEAR Club,462,142,623,1846,0.8205128205128205,948,51.35427952329361
2023-12-07,Metapool,351,77,280,822,34.34343434343434,98,11.922141119221411
2023-12-07,LiNEAR,341,29,191,496,30.612244897959183,127,25.60483870967742
2023-12-07,Zomland,289,33,88,194,100.0,19,9.793814432989691
2023-12-07,HERE Wallet,255,126,455,892,48.091603053435115,105,11.771300448430495
2023-12-07,Jump Finance,185,23,100,270,60.0,6,2.2222222222222223
2023-12-07,Burrow,149,52,263,511,33.33333333333333,66,12.915851272015654
2023-12-07,Neko,138,88,143,268,26.666666666666668,23,8.582089552238806
2023-12-07,Mintbase,124,16,63,5735,11.890482398956975,3303,57.593722755013076
2023-12-07,token.jumbo_exchange.near,90,12,55,106,40.0,8,7.547169811320755
2023-12-07,Cryptoheroes,83,25,65,95,0.0,3,3.1578947368421053
2023-12-07,Pembrock,59,13,46,150,33.33333333333333,21,14.000000000000002
2023-12-07,mint.sharddog.near,58,5,9,53,100.0,14,26.41509433962264
2023-12-07,dclv2.ref-labs.near,57,5,34,99,71.42857142857143,11,11.11111111111111
2023-12-07,devgovgigs,56,15,57,171,23.52941176470588,10,5.847953216374268
2023-12-07,cookie.nekotoken.near,55,26,36,55,100.0,7,12.727272727272727
2023-12-07,world.pumpopoly.near,54,25,40,54,50.0,1,1.8518518518518516
2023-12-07,Land 2 Empire,51,44,75,116,0.0,0,0.0
2023-12-07,Octopus,47,16,73,145,0.0,1,0.6896551724137931
2023-12-07,meta-vote.near,30,15,108,272,76.47058823529412,58,21.323529411764707
2023-12-07,TradePort,28,8,36,107,25.0,10,9.345794392523365
2023-12-07,nearnautnft.near,28,10,33,51,0.0,0,0.0
2023-12-07,Playible,26,2,55,128,57.14285714285714,31,24.21875
2023-12-07,token.bocachica_mars.near,24,3,23,75,0.0,1,1.3333333333333335
2023-12-07,Realis Network,20,6,17,86,7.894736842105263,21,24.418604651162788
2023-12-07,asac.near,17,6,27,53,50.0,0,0.0
2023-12-07,v2.keypom.near,16,4,14,55,66.66666666666666,14,25.454545454545453
2023-12-07,v2.ref-farming.near,14,5,21,53,0.0,0,0.0
2023-12-07,core.namesky.near,14,7,21,177,3.3333333333333335,63,35.59322033898305
2023-12-07,app.popula.near,13,7,30,124,60.0,14,11.29032258064516
2023-12-07,marmaj.tkn.near,13,12,51,117,25.0,18,15.384615384615385
2023-12-07,launchpad.jumpfinance.near,12,12,27,76,0.0,0,0.0
2023-12-07,mrx04.near,11,7,27,99,100.0,71,71.71717171717171
2023-12-07,encuestasv1.metademocracia_dao.near,11,6,461,469,0.0,467,99.57356076759062
2023-12-07,sol.token.a11bd.near,11,7,26,80,58.333333333333336,14,17.5
2023-12-07,king04.near,11,8,13,155,75.0,138,89.03225806451613
2023-12-07,berryclub.ek.near,11,5,19,59,0.0,12,20.33898305084746
2023-12-07,Few and Far,10,5,36,84,33.33333333333333,4,4.761904761904762
2023-12-07,nearton-staking.near,10,6,26,56,0.0,0,0.0
2023-12-07,drip.popula.near,9,2,22,94,56.75675675675676,10,10.638297872340425
2023-12-07,bridge.a11bd.near,8,5,25,51,0.0,5,9.803921568627452
2023-12-07,bounties.heroes.near,7,4,19,91,33.33333333333333,5,5.4945054945054945
2023-12-07,busdt.store.raddx.near,7,4,6,233,59.59595959595959,12,5.150214592274678
2023-12-07,Boca Chica,7,6,51,137,0.0,0,0.0
2023-12-07,cars.raddx.near,7,5,160,1149,79.29292929292929,139,12.097476066144473
2023-12-07,v1.ncaptcha.near,6,5,20,546,40.0,10,1.8315018315018317
2023-12-07,tinkerunion_nft.enleap.near,6,3,24,86,40.0,7,8.13953488372093
2023-12-07,Cheddar Farm,4,3,15,53,0.0,6,11.320754716981133
2023-12-07,gear.enleap.near,4,3,14,79,75.0,7,8.860759493670885
2023-12-07,myriadcore.near,2,2,20,62,8.333333333333332,13,20.967741935483872
2023-12-07,staking.enleap.near,2,2,22,77,50.0,1,1.2987012987012987
2023-12-07,Phoenix Bonds,2,1,19,65,42.857142857142854,5,7.6923076923076925
2023-12-07,dbio.near,2,2,23,71,0.0,5,7.042253521126761
2023-12-07,meteor-rewards.near,1,1,4,515,0.0,450,87.37864077669903
2023-12-07,fusotao-token.near,1,1,10,56,14.285714285714285,7,12.5
2023-12-07,Bodega Lab,1,1,20,76,66.66666666666666,16,21.052631578947366
2023-12-07,pre.meteor-token.near,1,1,1,384,75.0,323,84.11458333333334
2023-12-07,nearcon23.near,0,0,1,857,84.61538461538461,845,98.59976662777129
2023-12-07,hoanang.near,0,0,0,51,0.0,2,3.9215686274509802
2023-12-07,pay.herewallet.near,0,0,1,85,88.88888888888889,4,4.705882352941177
2023-12-07,r9q.near,0,0,0,92,66.66666666666666,2,2.1739130434782608
2023-12-07,Seventh Age,0,0,0,3281,0.0,3279,99.93904297470283
2023-12-07,bykbozy.near,0,0,2,74,0.0,70,94.5945945945946
2023-12-07,Feiyu,0,0,35,288,4.477611940298507,174,60.416666666666664
2023-12-07,registry.i-am-human.near,0,0,46,370,100.0,6,1.6216216216216217
2023-12-07,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-06,Overall,3719601,1111415,2187264,3660612,60.77867011839119,1229864,33.59722363364377
2023-12-06,Kai-Ching,2075541,914601,1403800,1986506,82.47058122560848,425298,21.409348876872258
2023-12-06,OTHER,1030500,10163,72556,231781,26.75205720675179,107731,46.47965104991349
2023-12-06,Sweat Economy,346226,120885,416925,1055482,45.59021282052125,278381,26.37477474746135
2023-12-06,Play Ember,73909,66679,303096,479323,9.706893562926153,442277,92.27118248028991
2023-12-06,NEAR Crowd,59800,625,808,1059,0.0,0,0.0
2023-12-06,Orderly,23780,811,3419,8135,19.464500601684716,252,3.0977258758451134
2023-12-06,The Littles,15291,5,7,296,0.02190580503833516,285,96.28378378378379
2023-12-06,priceoracle.near,14770,58,125,254,54.54545454545454,13,5.118110236220472
2023-12-06,REF,13433,290,731,1798,43.11926605504588,197,10.956618464961068
2023-12-06,Wrapped NEAR,7385,779,2165,5244,28.02013422818792,1120,21.35774218154081
2023-12-06,Rainbow Bridge,5973,1097,2645,5396,41.120000000000005,717,13.287620459599703
2023-12-06,SPIN,5518,38,81,248,50.0,31,12.5
2023-12-06,Staking Pools,3122,1165,4515,13446,29.365281672189653,4611,34.292726461401166
2023-12-06,inscription.near,2203,18,24184,24209,100.0,17043,70.39943822545335
2023-12-06,meteor-points.near,941,492,1413,5816,98.85496183206108,3403,58.51100412654745
2023-12-06,USDT,920,353,1868,6267,33.309404163675524,1491,23.791287697462902
2023-12-06,Exchanges,766,496,2086,8186,14.36893203883495,5854,71.51233813828487
2023-12-06,NEAR Social,750,260,15625,18127,43.25699745547074,8646,47.69680586969714
2023-12-06,Learn NEAR Club,643,294,623,1843,0.717948717948718,949,51.49213239283776
2023-12-06,Stader,602,15,58,204,14.285714285714285,10,4.901960784313726
2023-12-06,Metapool,498,85,267,805,28.723404255319153,97,12.049689440993788
2023-12-06,Paras,448,111,337,858,28.125,79,9.207459207459207
2023-12-06,Zomland,300,37,87,191,50.0,19,9.947643979057592
2023-12-06,HERE Wallet,271,137,493,890,45.6,107,12.022471910112358
2023-12-06,Burrow,255,79,253,491,33.33333333333333,62,12.627291242362526
2023-12-06,LiNEAR,233,53,192,495,31.914893617021278,128,25.858585858585858
2023-12-06,veax.near,214,12,52,109,75.0,13,11.926605504587156
2023-12-06,Jump Finance,175,21,98,272,60.0,4,1.4705882352941175
2023-12-06,token.jumbo_exchange.near,130,29,54,104,40.0,8,7.6923076923076925
2023-12-06,driskiani.near,100,20,223,223,0.0,223,100.0
2023-12-06,Octopus,97,26,65,135,0.0,1,0.7407407407407408
2023-12-06,TradePort,79,10,36,103,25.0,9,8.737864077669903
2023-12-06,Cryptoheroes,66,5,43,78,0.0,3,3.8461538461538463
2023-12-06,Pembrock,63,12,41,145,36.36363636363637,21,14.482758620689657
2023-12-06,token.bocachica_mars.near,54,8,27,74,0.0,1,1.3513513513513513
2023-12-06,tinkerunion_nft.enleap.near,48,7,24,87,40.0,7,8.045977011494253
2023-12-06,Few and Far,45,12,40,86,33.33333333333333,4,4.651162790697675
2023-12-06,Neko,44,24,76,220,15.384615384615385,16,7.2727272727272725
2023-12-06,world.pumpopoly.near,42,24,38,57,50.0,1,1.7543859649122806
2023-12-06,v2.keypom.near,40,5,16,53,60.0,15,28.30188679245283
2023-12-06,Boca Chica,38,24,57,134,0.0,0,0.0
2023-12-06,Land 2 Empire,38,35,74,113,0.0,0,0.0
2023-12-06,meta-vote.near,37,19,100,274,75.0,59,21.532846715328464
2023-12-06,dclv2.ref-labs.near,31,15,32,100,66.66666666666666,11,11.0
2023-12-06,Mintbase,30,13,61,6746,0.07550018875047187,6584,97.5985769344797
2023-12-06,mrx04.near,24,13,26,98,88.88888888888889,71,72.44897959183673
2023-12-06,app.popula.near,24,12,34,131,74.07407407407408,17,12.977099236641221
2023-12-06,mint.sharddog.near,24,2,5,51,100.0,14,27.450980392156865
2023-12-06,devgovgigs,23,9,52,169,21.568627450980394,11,6.508875739644971
2023-12-06,berryclub.ek.near,21,3,21,57,0.0,12,21.052631578947366
2023-12-06,encuestasv1.metademocracia_dao.near,18,10,457,464,0.0,462,99.56896551724138
2023-12-06,Feiyu,16,4,41,294,4.332129963898916,176,59.863945578231295
2023-12-06,Playible,16,3,59,128,54.54545454545454,31,24.21875
2023-12-06,Realis Network,15,4,14,87,8.108108108108109,23,26.436781609195403
2023-12-06,sol.token.a11bd.near,12,8,23,75,54.54545454545454,15,20.0
2023-12-06,Phoenix Bonds,10,7,21,67,28.57142857142857,6,8.955223880597014
2023-12-06,dbio.near,9,9,22,71,5.263157894736842,5,7.042253521126761
2023-12-06,Bodega Lab,9,2,21,76,66.66666666666666,16,21.052631578947366
2023-12-06,staking.enleap.near,8,6,22,78,50.0,1,1.282051282051282
2023-12-06,myriadcore.near,7,5,23,61,8.333333333333332,13,21.311475409836063
2023-12-06,marmaj.tkn.near,7,7,47,109,21.052631578947366,17,15.59633027522936
2023-12-06,king04.near,7,4,7,150,50.0,138,92.0
2023-12-06,cars.raddx.near,6,5,198,1152,79.0,140,12.152777777777777
2023-12-06,busdt.store.raddx.near,6,3,6,233,59.59595959595959,13,5.579399141630901
2023-12-06,drip.popula.near,5,5,23,99,61.76470588235294,13,13.131313131313133
2023-12-06,fusotao-token.near,5,4,9,56,14.285714285714285,7,12.5
2023-12-06,v1.ncaptcha.near,4,3,16,545,25.0,11,2.0183486238532113
2023-12-06,Cheddar Farm,3,3,15,52,0.0,6,11.538461538461538
2023-12-06,bounties.heroes.near,3,3,20,97,50.0,4,4.123711340206185
2023-12-06,gear.enleap.near,3,3,13,81,75.0,7,8.641975308641975
2023-12-06,core.namesky.near,3,3,18,174,3.3333333333333335,60,34.48275862068966
2023-12-06,launchpad.jumpfinance.near,2,2,18,71,0.0,0,0.0
2023-12-06,nearton-staking.near,2,2,23,52,0.0,0,0.0
2023-12-06,pre.meteor-token.near,1,1,1,385,100.0,325,84.4155844155844
2023-12-06,bykbozy.near,1,1,2,74,0.0,70,94.5945945945946
2023-12-06,hoanang.near,0,0,0,51,0.0,2,3.9215686274509802
2023-12-06,nearcon23.near,0,0,2,857,81.81818181818183,847,98.83313885647608
2023-12-06,Seventh Age,0,0,0,6561,0.0,6559,99.96951684194482
2023-12-06,pay.herewallet.near,0,0,1,85,88.88888888888889,4,4.705882352941177
2023-12-06,meteor-rewards.near,0,0,3,515,0.0,450,87.37864077669903
2023-12-06,r9q.near,0,0,0,92,66.66666666666666,2,2.1739130434782608
2023-12-06,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-06,registry.i-am-human.near,0,0,65,372,100.0,6,1.6129032258064515
2023-12-05,Overall,2534255,961368,2059821,3592686,60.46594113881343,1173369,32.659937439564715
2023-12-05,Kai-Ching,1217826,734314,1288500,1970605,82.2365592700014,415753,21.097733944651516
2023-12-05,OTHER,683150,10756,71607,230372,26.059823100794272,109224,47.412011876443316
2023-12-05,Sweat Economy,357734,123434,415552,1050997,45.4993417714803,277436,26.397411220012994
2023-12-05,Play Ember,105776,94318,293189,432610,9.868421052631579,395228,91.35896072675158
2023-12-05,NEAR Crowd,53057,571,788,1061,0.0,0,0.0
2023-12-05,Orderly,21414,774,3285,7816,17.912552891396334,243,3.109007164790174
2023-12-05,The Littles,14888,1,6,296,0.02187705097352877,285,96.28378378378379
2023-12-05,priceoracle.near,14005,49,113,249,53.84615384615385,12,4.819277108433735
2023-12-05,REF,7098,190,577,1690,45.54455445544555,184,10.88757396449704
2023-12-05,SPIN,6947,30,67,236,50.0,29,12.288135593220339
2023-12-05,Wrapped NEAR,5425,601,1806,4978,27.00348432055749,1079,21.675371635194857
2023-12-05,Rainbow Bridge,4039,854,1983,4727,38.38209982788296,678,14.343135180875818
2023-12-05,inscription.near,4023,36,24208,24208,100.0,17046,70.41473892927958
2023-12-05,Staking Pools,3362,1235,4147,13310,29.437792816241544,4606,34.60555972952667
2023-12-05,USDT,1308,412,2578,6142,34.21052631578947,1453,23.656789319439923
2023-12-05,NEAR Social,861,247,15667,18091,43.969849246231156,8636,47.73644353545962
2023-12-05,Exchanges,736,571,1907,8188,14.492753623188406,5889,71.92232535417685
2023-12-05,meteor-points.near,676,405,1359,5633,98.84169884169884,3297,58.53009053790165
2023-12-05,Stader,566,8,45,195,14.285714285714285,10,5.128205128205128
2023-12-05,driskiani.near,495,99,203,203,0.0,203,100.0
2023-12-05,Metapool,431,81,236,787,28.57142857142857,100,12.706480304955528
2023-12-05,Learn NEAR Club,413,87,578,1852,0.717948717948718,951,51.34989200863931
2023-12-05,LiNEAR,353,39,167,481,29.629629629629626,135,28.06652806652807
2023-12-05,Zomland,342,24,84,190,50.0,19,10.0
2023-12-05,veax.near,281,16,52,110,71.42857142857143,14,12.727272727272727
2023-12-05,HERE Wallet,270,166,479,891,42.51968503937008,105,11.784511784511785
2023-12-05,Paras,213,80,285,804,25.396825396825395,80,9.950248756218906
2023-12-05,Jump Finance,195,22,92,283,60.0,4,1.4134275618374559
2023-12-05,Burrow,185,69,218,463,39.285714285714285,52,11.23110151187905
2023-12-05,Cryptoheroes,74,25,40,75,0.0,2,2.666666666666667
2023-12-05,app.popula.near,68,13,34,131,70.37037037037037,18,13.740458015267176
2023-12-05,encuestasv1.metademocracia_dao.near,67,31,454,455,0.0,453,99.56043956043956
