activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2023-12-12,dclv2.ref-labs.near,80,13,48,103,66.66666666666666,16,15.53398058252427
2023-12-12,cars.raddx.near,76,46,87,1114,83.60655737704919,137,12.29802513464991
2023-12-12,stake.secretskelliessociety.near,72,8,38,65,0.0,0,0.0
2023-12-12,TradePort,60,23,87,147,36.36363636363637,13,8.843537414965986
2023-12-12,house_nearcrash.near,55,35,51,87,66.66666666666666,33,37.93103448275862
2023-12-12,devgovgigs,45,10,36,175,40.625,11,6.2857142857142865
2023-12-12,near-punks.near,44,1,25,55,0.0,0,0.0
2023-12-12,cookie.nekotoken.near,43,19,259,276,100.0,35,12.681159420289855
2023-12-12,Mintbase,42,13,64,173,0.053425938293041264,20,11.560693641618498
2023-12-12,Land 2 Empire,42,38,78,115,0.0,1,0.8695652173913043
2023-12-12,I-AM-HUMAN,41,25,181,226,44.44444444444444,186,82.30088495575221
2023-12-12,app.popula.near,31,11,32,109,46.875,11,10.091743119266056
2023-12-12,nft.goodfortunefelines.near,30,20,107,117,100.0,17,14.529914529914532
2023-12-12,token.jumbo_exchange.near,27,5,65,118,40.0,9,7.627118644067797
2023-12-12,Octopus,27,5,77,149,0.0,1,0.6711409395973155
2023-12-12,ff.nekotoken.near,26,12,55,74,66.66666666666666,0,0.0
2023-12-12,Pembrock,24,8,49,149,46.15384615384615,9,6.0402684563758395
2023-12-12,v2.keypom.near,23,6,21,56,71.42857142857143,15,26.785714285714285
2023-12-12,asac.near,20,8,52,86,33.33333333333333,2,2.3255813953488373
2023-12-12,meta-vote.near,20,10,124,307,78.26086956521739,87,28.338762214983714
2023-12-12,utopia.secretskelliessociety.near,20,10,44,73,0.0,0,0.0
2023-12-12,bounties.heroes.near,16,8,30,95,50.0,8,8.421052631578947
2023-12-12,Phoenix Bonds,13,6,26,65,50.0,5,7.6923076923076925
2023-12-12,Bodega Lab,13,6,30,87,84.61538461538461,1,1.1494252873563218
2023-12-12,Realis Network,12,2,23,73,2.857142857142857,19,26.027397260273972
2023-12-12,launchpad.jumpfinance.near,12,9,105,130,0.0,0,0.0
2023-12-12,drip.popula.near,12,5,20,81,42.10526315789473,8,9.876543209876543
2023-12-12,bridge.a11bd.near,12,6,22,58,0.0,8,13.793103448275861
2023-12-12,Stader,11,9,68,216,20.0,7,3.2407407407407405
2023-12-12,tinkerunion_nft.enleap.near,11,7,28,90,33.33333333333333,4,4.444444444444445
2023-12-12,bykbozy.near,10,4,6,61,81.42857142857143,0,0.0
2023-12-12,dbio.near,9,5,30,74,4.3478260869565215,2,2.7027027027027026
2023-12-12,king04.near,8,4,34,113,58.666666666666664,12,10.619469026548673
2023-12-12,staking.enleap.near,7,4,38,89,50.0,1,1.1235955056179776
2023-12-12,gear.enleap.near,7,5,35,87,40.0,2,2.2988505747126435
2023-12-12,myriadcore.near,6,4,23,64,5.555555555555555,9,14.0625
2023-12-12,Few and Far,6,3,37,90,0.0,4,4.444444444444445
2023-12-12,nearton-staking.near,5,5,41,71,0.0,0,0.0
2023-12-12,nearnautnft.near,4,2,46,69,0.0,2,2.898550724637681
2023-12-12,v1.ncaptcha.near,4,4,24,550,33.33333333333333,10,1.8181818181818181
2023-12-12,sol.token.a11bd.near,4,4,44,90,40.0,17,18.88888888888889
2023-12-12,encuestasv1.metademocracia_dao.near,4,3,23,477,100.0,474,99.37106918238993
2023-12-12,Boca Chica,3,2,55,150,0.0,0,0.0
2023-12-12,v2.ref-farming.near,3,2,23,54,0.0,0,0.0
2023-12-12,token.bocachica_mars.near,3,2,26,87,0.0,0,0.0
2023-12-12,Playible,3,2,60,119,42.30769230769231,26,21.84873949579832
2023-12-12,marmaj.tkn.near,3,3,44,125,20.0,17,13.600000000000001
2023-12-12,fusotao-token.near,1,1,18,58,21.428571428571427,5,8.620689655172415
2023-12-12,core.namesky.near,1,1,12,130,25.0,18,13.846153846153847
2023-12-12,r9q.near,1,1,1,92,80.0,0,0.0
2023-12-12,registry.i-am-human.near,0,0,5,369,100.0,4,1.084010840108401
2023-12-12,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-12,1000-7.near,0,0,19,53,0.0,0,0.0
2023-12-12,hacuong.near,0,0,54,54,0.0,53,98.14814814814815
2023-12-12,mrx04.near,0,0,23,101,97.61904761904762,39,38.613861386138616
2023-12-12,Feiyu,0,0,4,221,4.365079365079365,136,61.53846153846154
2023-12-12,hoanang.near,0,0,4,53,0.0,4,7.547169811320755
2023-12-11,Overall,1973745,988468,2599197,3973782,61.54485573588172,1503565,37.83712845848111
2023-12-11,Kai-Ching,804256,766752,1624570,2054101,83.01580660487743,478064,23.273636495965874
2023-12-11,OTHER,494076,12611,83399,240452,24.858365625153283,104661,43.52677457455126
2023-12-11,Sweat Economy,435627,154555,522008,1080814,44.79692723522299,285882,26.450619625578497
2023-12-11,Play Ember,71823,57516,401872,699207,10.002475464948214,660164,94.41610281361599
2023-12-11,NEAR Crowd,58381,572,901,1120,0.0,0,0.0
2023-12-11,Orderly,18423,680,3768,9582,28.94333843797856,324,3.3813400125234816
2023-12-11,The Littles,18322,1,8,132,0.2011173184357542,115,87.12121212121212
2023-12-11,REF,10350,200,1011,2031,39.15094339622642,185,9.108813392417527
2023-12-11,priceoracle.near,9138,32,142,261,58.333333333333336,16,6.130268199233716
2023-12-11,SPIN,4476,28,110,243,22.58064516129032,13,5.349794238683128
2023-12-11,Wrapped NEAR,3583,639,2963,5939,34.43579766536965,1071,18.033338945950497
2023-12-11,Staking Pools,2582,943,5509,13767,29.47744528807503,4504,32.71591486888937
2023-12-11,Rainbow Bridge,2493,737,4540,7335,48.38709677419355,717,9.775051124744376
2023-12-11,Learn NEAR Club,1493,437,1064,1838,0.7021063189568706,931,50.65288356909684
2023-12-11,NEAR Social,931,492,6049,19654,40.82125603864734,10301,52.41172280451817
2023-12-11,inscription.near,646,427,4505,24240,100.0,17048,70.33003300330033
2023-12-11,driskiani.near,624,146,542,646,0.0,646,100.0
2023-12-11,Neko,620,266,920,1000,44.44444444444444,241,24.099999999999998
2023-12-11,Paras,604,132,532,1038,24.285714285714285,117,11.271676300578035
2023-12-11,Jump Finance,598,42,183,332,66.66666666666666,5,1.5060240963855422
2023-12-11,Exchanges,573,417,2725,8363,13.847131060766463,6023,72.01961018773167
2023-12-11,meteor-points.near,554,4,1494,6026,76.4406779661017,2772,46.000663790242285
2023-12-11,USDT,553,281,1781,6623,31.784107946026985,1520,22.95032462630228
2023-12-11,Metapool,456,78,380,892,40.27777777777778,98,10.986547085201794
2023-12-11,meteor-rewards.near,363,154,156,413,55.32879818594104,20,4.842615012106537
2023-12-11,Zomland,359,28,85,198,100.0,19,9.595959595959595
2023-12-11,LiNEAR,344,39,224,523,22.137404580152673,116,22.179732313575524
2023-12-11,I-AM-HUMAN,292,154,160,203,57.14285714285714,161,79.3103448275862
2023-12-11,HERE Wallet,227,119,466,922,45.86466165413533,121,13.123644251626898
2023-12-11,TradePort,177,27,82,141,30.0,13,9.219858156028367
2023-12-11,pre.meteor-token.near,173,144,144,338,49.25925925925926,69,20.414201183431953
2023-12-11,Mintbase,172,13,65,176,0.062344139650872814,25,14.204545454545455
2023-12-11,cookie.nekotoken.near,100,55,247,261,50.0,34,13.026819923371647
2023-12-11,v1.jumbo_exchange.near,99,6,23,58,0.0,10,17.24137931034483
2023-12-11,ff.nekotoken.near,93,12,50,68,66.66666666666666,0,0.0
2023-12-11,Playible,91,33,63,123,52.38095238095239,31,25.203252032520325
2023-12-11,Burrow,81,41,300,587,32.35294117647059,85,14.480408858603067
2023-12-11,veax.near,80,6,33,109,70.0,13,11.926605504587156
2023-12-11,Cryptoheroes,78,3,59,92,0.0,3,3.260869565217391
2023-12-11,nft.goodfortunefelines.near,77,30,101,109,100.0,16,14.678899082568808
2023-12-11,stake.secretskelliessociety.near,62,11,33,59,0.0,0,0.0
2023-12-11,staking.enleap.near,61,11,35,88,50.0,1,1.1363636363636365
2023-12-11,king04.near,52,22,31,170,97.14285714285714,54,31.76470588235294
2023-12-11,Bodega Lab,50,11,25,82,84.0,2,2.4390243902439024
2023-12-11,Few and Far,46,8,38,89,0.0,4,4.49438202247191
2023-12-11,dclv2.ref-labs.near,45,11,47,99,57.14285714285714,15,15.151515151515152
2023-12-11,asac.near,39,15,54,84,33.33333333333333,2,2.380952380952381
2023-12-11,world.pumpopoly.near,39,23,40,53,33.33333333333333,1,1.8867924528301887
2023-12-11,Octopus,37,9,80,152,0.0,1,0.6578947368421052
2023-12-11,nearton-staking.near,35,12,43,68,0.0,0,0.0
2023-12-11,nearnautnft.near,31,14,50,68,0.0,2,2.941176470588235
2023-12-11,Land 2 Empire,30,30,78,118,0.0,1,0.847457627118644
2023-12-11,token.jumbo_exchange.near,30,16,68,117,33.33333333333333,9,7.6923076923076925
2023-12-11,app.popula.near,29,8,32,107,46.875,11,10.2803738317757
2023-12-11,v2.keypom.near,27,4,20,59,62.5,15,25.423728813559322
2023-12-11,devgovgigs,25,5,41,172,35.294117647058826,11,6.395348837209303
2023-12-11,Stader,24,8,67,215,20.0,7,3.255813953488372
2023-12-11,launchpad.jumpfinance.near,22,19,103,127,0.0,0,0.0
2023-12-11,tinkerunion_nft.enleap.near,22,8,25,88,37.5,5,5.681818181818182
2023-12-11,gear.enleap.near,21,12,34,85,40.0,2,2.3529411764705883
2023-12-11,utopia.secretskelliessociety.near,19,12,36,66,0.0,0,0.0
2023-12-11,meta-vote.near,18,11,128,306,77.27272727272727,85,27.77777777777778
2023-12-11,marmaj.tkn.near,13,7,50,125,16.666666666666664,17,13.600000000000001
2023-12-11,busdt.store.raddx.near,12,6,6,233,53.16455696202531,12,5.150214592274678
2023-12-11,Realis Network,12,2,26,75,3.0303030303030303,21,28.000000000000004
2023-12-11,sol.token.a11bd.near,11,7,41,93,42.857142857142854,17,18.27956989247312
2023-12-11,Boca Chica,11,4,58,150,0.0,0,0.0
2023-12-11,bridge.a11bd.near,11,3,23,55,0.0,7,12.727272727272727
2023-12-11,cars.raddx.near,10,10,63,1124,84.25196850393701,141,12.544483985765126
2023-12-11,token.bocachica_mars.near,9,5,26,87,0.0,0,0.0
2023-12-11,Pembrock,8,4,46,147,36.0,9,6.122448979591836
2023-12-11,Phoenix Bonds,7,4,29,65,50.0,5,7.6923076923076925
2023-12-11,mrx04.near,6,3,23,101,100.0,41,40.5940594059406
2023-12-11,myriadcore.near,5,4,21,62,5.555555555555555,9,14.516129032258066
2023-12-11,dbio.near,5,4,30,72,0.0,2,2.7777777777777777
2023-12-11,house_nearcrash.near,4,3,24,54,66.66666666666666,23,42.592592592592595
2023-12-11,pay.herewallet.near,4,4,11,62,54.54545454545454,3,4.838709677419355
2023-12-11,near-punks.near,4,4,30,54,0.0,0,0.0
2023-12-11,v2.ref-farming.near,3,2,24,55,0.0,0,0.0
2023-12-11,fusotao-token.near,2,2,18,59,21.428571428571427,5,8.47457627118644
2023-12-11,hoanang.near,2,2,4,53,0.0,4,7.547169811320755
2023-12-11,registry.i-am-human.near,1,1,7,369,100.0,4,1.084010840108401
2023-12-11,bounties.heroes.near,1,1,27,92,42.857142857142854,8,8.695652173913043
2023-12-11,core.namesky.near,1,1,13,144,13.48314606741573,34,23.61111111111111
2023-12-11,1000-7.near,1,1,19,53,0.0,0,0.0
2023-12-11,Feiyu,0,0,9,236,3.8910505836575875,144,61.016949152542374
2023-12-11,encuestasv1.metademocracia_dao.near,0,0,51,475,0.0,473,99.57894736842105
2023-12-11,hacuong.near,0,0,54,54,0.0,53,98.14814814814815
2023-12-11,bykbozy.near,0,0,2,67,90.0,0,0.0
2023-12-11,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-11,drip.popula.near,0,0,20,83,42.10526315789473,8,9.63855421686747
2023-12-11,v1.ncaptcha.near,0,0,29,549,33.33333333333333,9,1.639344262295082
2023-12-11,r9q.near,0,0,0,92,80.0,0,0.0
2023-12-10,Overall,2139909,1003521,2563842,3915670,61.3701276916343,1458492,37.247571935326526
2023-12-10,Kai-Ching,817733,760899,1619608,2041672,82.89338846400666,469557,22.998650125975182
2023-12-10,OTHER,573561,14508,80357,237688,25.10192878246763,103586,43.58066036148228
2023-12-10,Sweat Economy,496981,173216,498371,1069213,44.78748748188372,281805,26.356301316949942
2023-12-10,Play Ember,71357,57998,397006,666499,9.979484406558628,627965,94.2184459391537
2023-12-10,NEAR Crowd,65254,587,900,1116,0.0,0,0.0
2023-12-10,Orderly,21210,848,3688,9324,27.266081871345026,305,3.2711282711282714
2023-12-10,The Littles,18363,1,10,241,0.06864988558352403,230,95.4356846473029
2023-12-10,REF,14181,229,939,1997,41.30434782608695,241,12.068102153229844
2023-12-10,priceoracle.near,9770,41,142,256,58.333333333333336,16,6.25
2023-12-10,SPIN,5633,33,103,254,42.857142857142854,34,13.385826771653544
2023-12-10,Wrapped NEAR,4879,766,2782,5882,25.203252032520325,1282,21.795307718463107
2023-12-10,Rainbow Bridge,3185,896,4310,7068,50.0,822,11.62988115449915
2023-12-10,Staking Pools,3032,1197,5444,13829,29.28753771176607,4604,33.29235664183961
2023-12-10,NEAR Social,1344,783,5769,19488,41.80522565320665,10212,52.40147783251231
2023-12-10,Neko,1079,411,764,852,43.75,199,23.35680751173709
2023-12-10,meteor-points.near,962,554,1586,6117,66.0958904109589,3368,55.05966977276443
2023-12-10,Exchanges,886,635,2573,8367,14.151356080489938,6032,72.09274530895183
2023-12-10,inscription.near,773,475,4165,24235,100.0,17040,70.31153290695275
2023-12-10,USDT,740,322,1831,6610,31.507936507936506,1583,23.94856278366112
2023-12-10,Paras,707,125,476,985,23.18840579710145,109,11.065989847715736
2023-12-10,Jump Finance,544,57,168,311,66.66666666666666,5,1.607717041800643
2023-12-10,Learn NEAR Club,497,237,721,1756,0.7554296506137866,847,48.23462414578587
2023-12-10,Metapool,410,81,357,870,42.028985507246375,93,10.689655172413794
2023-12-10,LiNEAR,367,48,219,507,22.65625,111,21.893491124260358
2023-12-10,HERE Wallet,320,161,458,916,44.18604651162791,124,13.537117903930133
2023-12-10,ff.nekotoken.near,250,13,46,62,66.66666666666666,0,0.0
2023-12-10,Zomland,245,34,85,198,100.0,19,9.595959595959595
2023-12-10,v1.jumbo_exchange.near,154,5,21,55,0.0,10,18.181818181818183
2023-12-10,Burrow,148,56,297,571,35.714285714285715,86,15.061295971978982
2023-12-10,veax.near,135,8,33,110,70.0,13,11.818181818181818
2023-12-10,TradePort,134,32,70,134,40.0,12,8.955223880597014
2023-12-10,nft.goodfortunefelines.near,130,39,83,89,100.0,12,13.48314606741573
2023-12-10,Mintbase,111,18,61,184,0.06235246960317106,27,14.673913043478262
2023-12-10,cookie.nekotoken.near,109,80,204,219,100.0,27,12.32876712328767
2023-12-10,Cryptoheroes,88,7,62,93,0.0,3,3.225806451612903
2023-12-10,v2.keypom.near,80,4,20,60,71.42857142857143,15,25.0
2023-12-10,app.popula.near,61,9,32,109,45.45454545454545,11,10.091743119266056
2023-12-10,asac.near,55,18,48,73,33.33333333333333,1,1.36986301369863
2023-12-10,meta-vote.near,42,24,130,309,85.0,83,26.860841423948216
2023-12-10,token.jumbo_exchange.near,40,11,62,107,33.33333333333333,9,8.411214953271028
2023-12-10,world.pumpopoly.near,40,21,40,54,50.0,1,1.8518518518518516
2023-12-10,dclv2.ref-labs.near,39,14,44,97,57.14285714285714,13,13.402061855670103
2023-12-10,Octopus,37,8,78,150,0.0,1,0.6666666666666667
2023-12-10,Few and Far,36,11,40,89,0.0,4,4.49438202247191
2023-12-10,Land 2 Empire,35,32,79,120,0.0,1,0.8333333333333334
2023-12-10,launchpad.jumpfinance.near,34,26,95,122,0.0,0,0.0
2023-12-10,Realis Network,28,8,27,77,2.7027027027027026,20,25.97402597402597
2023-12-10,utopia.secretskelliessociety.near,22,12,29,56,0.0,0,0.0
2023-12-10,Stader,21,17,64,216,20.0,7,3.2407407407407405
2023-12-10,busdt.store.raddx.near,20,6,6,233,53.16455696202531,12,5.150214592274678
2023-12-10,cars.raddx.near,19,13,74,1137,84.25196850393701,140,12.313104661389621
2023-12-10,nearton-staking.near,19,8,38,61,0.0,0,0.0
2023-12-10,nearnautnft.near,19,10,45,60,0.0,2,3.3333333333333335
2023-12-10,bridge.a11bd.near,18,5,23,55,0.0,6,10.909090909090908
2023-12-10,marmaj.tkn.near,17,9,51,119,16.666666666666664,17,14.285714285714285
2023-12-10,bounties.heroes.near,17,8,27,94,46.15384615384615,7,7.446808510638298
2023-12-10,sol.token.a11bd.near,17,10,37,89,38.46153846153847,17,19.101123595505616
2023-12-10,Boca Chica,15,6,58,147,0.0,0,0.0
2023-12-10,staking.enleap.near,14,9,29,86,50.0,1,1.1627906976744187
2023-12-10,devgovgigs,13,4,39,171,31.11111111111111,11,6.432748538011696
2023-12-10,Bodega Lab,12,6,20,77,63.63636363636363,16,20.77922077922078
2023-12-10,Phoenix Bonds,12,9,27,63,42.857142857142854,6,9.523809523809524
2023-12-10,Pembrock,11,7,46,153,38.88888888888889,14,9.15032679738562
2023-12-10,token.bocachica_mars.near,10,6,27,84,0.0,0,0.0
2023-12-10,dbio.near,8,6,27,69,0.0,2,2.898550724637681
2023-12-10,gear.enleap.near,8,7,25,80,50.0,3,3.75
2023-12-10,house_nearcrash.near,7,5,24,53,66.66666666666666,12,22.641509433962266
2023-12-10,1000-7.near,7,7,18,52,0.0,0,0.0
2023-12-10,v2.ref-farming.near,6,2,23,54,0.0,0,0.0
2023-12-10,drip.popula.near,5,3,24,84,41.02564102564102,8,9.523809523809524
2023-12-10,myriadcore.near,5,3,22,61,6.666666666666667,12,19.672131147540984
2023-12-10,meteor-rewards.near,4,2,3,480,53.44827586206896,399,83.125
2023-12-10,registry.i-am-human.near,3,3,6,370,100.0,4,1.0810810810810811
2023-12-10,tinkerunion_nft.enleap.near,3,2,20,83,28.57142857142857,6,7.228915662650602
2023-12-10,bykbozy.near,2,1,2,74,100.0,68,91.8918918918919
2023-12-10,near-punks.near,2,2,35,54,0.0,0,0.0
2023-12-10,hoanang.near,2,2,2,51,0.0,2,3.9215686274509802
2023-12-10,king04.near,2,1,12,154,97.61904761904762,116,75.32467532467533
2023-12-10,v1.ncaptcha.near,1,1,30,549,28.57142857142857,9,1.639344262295082
2023-12-10,fusotao-token.near,1,1,21,61,21.428571428571427,5,8.19672131147541
2023-12-10,mrx04.near,1,1,27,99,94.44444444444444,64,64.64646464646465
2023-12-10,encuestasv1.metademocracia_dao.near,1,1,203,475,0.0,473,99.57894736842105
2023-12-10,pre.meteor-token.near,1,1,1,338,47.540983606557376,272,80.4733727810651
2023-12-10,pay.herewallet.near,0,0,7,77,80.0,3,3.896103896103896
2023-12-10,r9q.near,0,0,0,92,80.0,0,0.0
2023-12-10,core.namesky.near,0,0,15,159,1.5151515151515151,57,35.84905660377358
2023-12-10,Feiyu,0,0,19,250,4.0,155,62.0
2023-12-10,driskiani.near,0,0,441,500,0.0,500,100.0
2023-12-10,nearcon23.near,0,0,1,354,33.11258278145696,103,29.09604519774011
2023-12-10,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-10,Playible,0,0,61,122,52.38095238095239,31,25.40983606557377
2023-12-10,hacuong.near,0,0,54,54,0.0,53,98.14814814814815
2023-12-09,Overall,2072269,913452,2503152,3846313,61.34820417388007,1393286,36.223937053484725
2023-12-09,Kai-Ching,913526,729929,1560544,2011782,82.80023444734223,441293,21.93542839134658
2023-12-09,OTHER,575065,11650,77983,236112,25.46113944357401,103232,43.72162363624043
2023-12-09,Sweat Economy,349258,129049,458613,1068623,45.41177362160592,280844,26.28092414256478
2023-12-09,NEAR Crowd,56146,571,878,1090,0.0,0,0.0
2023-12-09,Play Ember,52339,43034,431199,630012,9.868379371515458,592196,93.99757464937176
2023-12-09,Orderly,19758,687,3527,8947,25.24441340782123,299,3.3419023136246784
2023-12-09,The Littles,17735,6,10,253,0.045454545454545456,243,96.04743083003953
2023-12-09,REF,14712,163,873,1928,43.90243902439025,230,11.929460580912863
2023-12-09,priceoracle.near,9952,32,140,259,54.54545454545454,16,6.177606177606178
2023-12-09,SPIN,5562,36,102,253,66.66666666666666,34,13.438735177865613
2023-12-09,Wrapped NEAR,4266,709,2538,5653,25.295857988165682,1244,22.006014505572264
2023-12-09,Staking Pools,2873,1169,5188,13711,28.90983804689388,4640,33.84144117861571
2023-12-09,Rainbow Bridge,2732,770,3849,6577,46.53215636822195,810,12.31564543104759
2023-12-09,inscription.near,1863,1447,11206,24229,100.0,17058,70.40323579181972
2023-12-09,NEAR Social,1394,845,6263,19375,43.00254452926209,10054,51.891612903225806
2023-12-09,meteor-points.near,953,546,1507,6103,79.37336814621409,3501,57.365230214648534
2023-12-09,Learn NEAR Club,924,395,662,1815,0.7164790174002047,907,49.97245179063361
2023-12-09,Neko,879,387,494,593,40.0,122,20.57335581787521
2023-12-09,Paras,767,107,424,947,30.0,95,10.03167898627244
2023-12-09,USDT,581,312,1998,6533,32.305319969159605,1558,23.848155518138682
2023-12-09,Jump Finance,561,67,138,285,66.66666666666666,5,1.7543859649122806
2023-12-09,Exchanges,538,388,2347,8263,14.27601809954751,5934,71.8141110976643
2023-12-09,driskiani.near,490,98,500,500,0.0,500,100.0
2023-12-09,Stader,429,17,58,209,20.0,7,3.349282296650718
2023-12-09,Metapool,420,96,331,840,32.47863247863248,109,12.976190476190478
2023-12-09,Zomland,416,28,82,196,100.0,19,9.693877551020408
2023-12-09,LiNEAR,380,52,207,495,26.446280991735538,111,22.424242424242426
2023-12-09,ff.nekotoken.near,285,32,40,60,66.66666666666666,0,0.0
2023-12-09,v1.jumbo_exchange.near,238,5,22,53,0.0,10,18.867924528301888
2023-12-09,HERE Wallet,229,143,444,904,43.84615384615385,121,13.384955752212392
2023-12-09,nft.goodfortunefelines.near,223,44,59,67,100.0,11,16.417910447761194
2023-12-09,Burrow,156,66,287,549,33.33333333333333,82,14.93624772313297
2023-12-09,veax.near,143,8,31,110,66.66666666666666,14,12.727272727272727
2023-12-09,TradePort,139,23,55,122,25.0,13,10.655737704918032
2023-12-09,Mintbase,132,12,59,195,0.05791161796151105,30,15.384615384615385
2023-12-09,cookie.nekotoken.near,131,91,129,144,100.0,17,11.805555555555555
2023-12-09,Octopus,112,14,80,153,0.0,1,0.6535947712418301
2023-12-09,app.popula.near,94,15,32,117,52.94117647058824,11,9.401709401709402
2023-12-09,bounties.heroes.near,63,19,29,95,46.15384615384615,7,7.368421052631578
2023-12-09,v2.keypom.near,60,5,20,61,57.14285714285714,15,24.59016393442623
2023-12-09,launchpad.jumpfinance.near,58,55,78,110,0.0,0,0.0
2023-12-09,token.jumbo_exchange.near,50,8,60,106,33.33333333333333,9,8.49056603773585
2023-12-09,meta-vote.near,50,36,128,296,77.77777777777779,80,27.027027027027028
2023-12-09,mint.sharddog.near,48,2,9,53,100.0,14,26.41509433962264
2023-12-09,world.pumpopoly.near,47,27,39,55,50.0,1,1.8181818181818181
2023-12-09,Land 2 Empire,46,41,77,119,0.0,1,0.8403361344537815
2023-12-09,Cryptoheroes,43,7,63,92,0.0,3,3.260869565217391
2023-12-09,bridge.a11bd.near,40,9,24,54,0.0,6,11.11111111111111
2023-12-09,nearnautnft.near,39,12,39,55,0.0,2,3.6363636363636362
2023-12-09,Playible,35,21,61,122,52.38095238095239,31,25.40983606557377
2023-12-09,busdt.store.raddx.near,27,6,6,233,53.57142857142857,12,5.150214592274678
2023-12-09,asac.near,26,14,39,66,33.33333333333333,1,1.5151515151515151
2023-12-09,cars.raddx.near,25,22,171,1136,83.56164383561644,139,12.235915492957746
2023-12-09,nearton-staking.near,23,11,34,59,0.0,0,0.0
2023-12-09,sol.token.a11bd.near,22,10,32,83,36.36363636363637,15,18.072289156626507
2023-12-09,hacuong.near,16,16,54,54,0.0,53,98.14814814814815
2023-12-09,Pembrock,16,10,49,153,43.75,16,10.457516339869281
2023-12-09,devgovgigs,15,5,41,169,25.0,10,5.9171597633136095
2023-12-09,Few and Far,15,8,42,87,0.0,4,4.597701149425287
2023-12-09,Realis Network,14,4,22,82,2.631578947368421,20,24.390243902439025
2023-12-09,staking.enleap.near,12,7,28,80,50.0,1,1.25
2023-12-09,v1.ncaptcha.near,10,6,29,548,16.666666666666664,10,1.824817518248175
2023-12-09,token.bocachica_mars.near,10,3,24,80,0.0,0,0.0
2023-12-09,Boca Chica,8,5,54,143,0.0,0,0.0
2023-12-09,tinkerunion_nft.enleap.near,8,6,25,87,42.857142857142854,6,6.896551724137931
2023-12-09,gear.enleap.near,8,7,24,84,75.0,7,8.333333333333332
2023-12-09,Phoenix Bonds,7,3,22,62,42.857142857142854,6,9.67741935483871
2023-12-09,dclv2.ref-labs.near,6,3,38,95,57.14285714285714,13,13.684210526315791
2023-12-09,fusotao-token.near,5,5,20,63,25.0,7,11.11111111111111
2023-12-09,drip.popula.near,5,4,22,90,47.5,8,8.88888888888889
2023-12-09,marmaj.tkn.near,4,4,49,114,16.666666666666664,17,14.912280701754385
2023-12-09,registry.i-am-human.near,4,1,4,369,100.0,5,1.3550135501355014
2023-12-09,encuestasv1.metademocracia_dao.near,4,3,308,475,0.0,473,99.57894736842105
2023-12-09,king04.near,3,1,13,155,83.33333333333334,136,87.74193548387098
2023-12-09,v2.ref-farming.near,2,2,23,53,0.0,0,0.0
2023-12-09,pay.herewallet.near,2,2,7,88,88.88888888888889,4,4.545454545454546
2023-12-09,Bodega Lab,1,1,16,74,57.14285714285714,15,20.27027027027027
2023-12-09,dbio.near,1,1,22,66,0.0,2,3.0303030303030303
2023-12-09,pre.meteor-token.near,1,1,1,378,70.0,317,83.86243386243386
2023-12-09,mrx04.near,1,1,27,99,100.0,69,69.6969696969697
2023-12-09,bykbozy.near,1,1,2,74,100.0,68,91.8918918918919
2023-12-09,near-punks.near,1,1,34,52,0.0,0,0.0
2023-12-09,core.namesky.near,1,1,19,176,6.451612903225806,62,35.22727272727273
2023-12-09,nearcon23.near,1,1,1,630,56.873822975517896,327,51.90476190476191
2023-12-09,hoanang.near,0,0,0,51,0.0,2,3.9215686274509802
2023-12-09,r9q.near,0,0,0,92,80.0,0,0.0
2023-12-09,meteor-rewards.near,0,0,3,514,85.71428571428571,444,86.38132295719845
2023-12-09,Feiyu,0,0,23,262,3.8314176245210727,161,61.45038167938931
2023-12-09,kays.near,0,0,0,222,0.0,219,98.64864864864865
2023-12-09,myriadcore.near,0,0,21,59,6.666666666666667,12,20.33898305084746
2023-12-08,Overall,2054515,956478,2364553,3800702,61.295839417283446,1356205,35.6830132959648
2023-12-08,Kai-Ching,777408,725134,1475976,1994568,82.6782655728838,427006,21.40844533753675
2023-12-08,OTHER,574693,21867,75963,235160,25.801162901534646,104094,44.26518115325735
2023-12-08,Sweat Economy,405125,138192,429823,1062156,45.45857898449645,279209,26.287004922064177
2023-12-08,Play Ember,89693,80370,403871,606934,9.904678426646214,569439,93.82222778753538
2023-12-08,NEAR Crowd,74526,577,850,1075,0.0,0,0.0
2023-12-08,Orderly,20418,725,3490,8658,23.233333333333334,280,3.234003234003234
2023-12-08,The Littles,17432,1,7,273,0.022416498542927595,264,96.7032967032967
2023-12-08,priceoracle.near,10795,32,135,254,54.54545454545454,16,6.299212598425196
2023-12-08,inscription.near,8034,2192,14880,24221,100.0,17050,70.39346022046983
2023-12-08,SPIN,5676,25,92,251,66.66666666666666,31,12.350597609561753
2023-12-08,REF,5279,146,825,1898,47.78761061946903,223,11.749209694415173
2023-12-08,NEAR Social,3951,3326,6337,19174,41.911764705882355,9849,51.36643371231876
2023-12-08,Wrapped NEAR,3554,456,2254,5429,26.38230647709321,1169,21.532510591269112
2023-12-08,veax.near,2952,13,34,110,62.5,14,12.727272727272727
2023-12-08,Staking Pools,2671,988,4857,13615,29.539295392953928,4604,33.81564450973191
