,activity_date,total_supply,total_locked,foundation_locked,lockups_locked_tokens,total_unlocked,total_staked,total_liquid,pct_stake_change
223,2021-05-24,1029218847.5591643,577196334.6911768,87908669.5662725,577196334.6911768,364113843.30171496,403383363.079529,-39269519.77781403,0.004995301828429888
224,2021-05-25,1029359718.833182,576681395.2613578,87908669.5662725,576681395.2613578,364769654.00555176,402875115.94462484,-38105461.939073086,-0.12615500803828184
225,2021-05-26,1029500406.4253396,576563029.8343107,87438938.8580856,576563029.8343107,365498437.73294336,405731114.8432052,-40232677.11026186,0.7039141919603793
226,2021-05-27,1029641293.7241577,576047768.4916579,87438938.8580856,576047768.4916579,366154586.3744142,402441612.5146147,-36287026.140200496,-0.8173862310202935
227,2021-05-28,1029782558.8675724,575532509.547886,87438938.8580856,575532509.547886,366811110.4616009,401996326.0039782,-35185215.54237729,-0.11076880106412546
228,2021-05-29,1029923644.7760717,575017249.8180166,87438938.8580856,575017249.8180166,367467456.09996945,401840478.17904013,-34373022.07907069,-0.038783505744447666
229,2021-05-30,1030064193.4893358,574501990.745246,87438938.8580856,574501990.745246,368123263.88600415,401735971.07152647,-33612707.18552232,-0.02601387852696746
230,2021-05-31,1030204609.7326599,573986730.6106979,87438938.8580856,573986730.6106979,368778940.26387644,402215753.68895996,-33436813.425083518,0.11928488952337091
231,2021-06-01,1030345261.4422309,573471471.2336494,87438938.8580856,573471471.2336494,369434851.35049605,400210152.5064014,-30775301.155905366,-0.5011370076441182
232,2021-06-02,1030485655.5248334,573023631.9202635,87358538.8531454,573023631.9202635,370103484.7514246,400139388.2765256,-30035903.525101006,-0.01768489480143387
233,2021-06-03,1030626876.6268,572508318.7049397,87358538.8531454,572508318.7049397,370760019.06871474,400768972.1824279,-30008953.113713145,0.157093974235039
234,2021-06-04,1030767805.3485479,571993002.1178497,87358538.8531454,571993002.1178497,371416264.3775529,400913864.0492865,-29497599.67173356,0.036140398188081235
235,2021-06-05,1030908729.4839709,571477686.5907836,87358538.8531454,571477686.5907836,372072504.0400419,402657640.3164376,-30585136.27639568,0.4330667277990159
236,2021-06-06,1031049038.5153888,570962370.8517414,87358538.8531454,570962370.8517414,372728128.810502,403374882.9814646,-30646754.17096263,0.17781044266456547
237,2021-06-07,1031189961.7198796,570447054.8749014,87358538.8531454,570447054.8749014,373384367.99183285,403583455.41652936,-30199087.424696505,0.05168012520469745
238,2021-06-08,1031332008.1759462,569931737.6132412,87358538.83109686,569931737.6132412,374041731.7316082,403540153.48351485,-29498421.751906633,-0.010730514086574772
239,2021-06-09,1031473436.5488861,569416420.4702529,87358538.81562996,569416420.4702529,374698477.2630033,404051112.30900323,-29352635.045999944,0.12645895777106375
240,2021-06-10,1031614266.8716309,571012114.2502098,85186538.81452076,571012114.2502098,375415613.8069004,404238570.5950808,-28822956.78818041,0.046373181510517725
241,2021-06-11,1031755063.3638257,570660532.8907242,85186538.81452076,570660532.8907242,375907991.6585808,404164270.203603,-28256278.54502225,-0.018383711019367865
242,2021-06-12,1031896105.5042424,570144411.4619162,85186538.81452076,570144411.4619162,376565155.2278055,406221990.70047235,-29656835.47266686,0.5065507392450854
243,2021-06-13,1032036287.088764,569628295.4448353,85186538.81452076,569628295.4448353,377221452.8294078,402736544.67986923,-25515091.850461423,-0.8654407122089367
244,2021-06-14,1032177176.467406,564812172.5911376,85186538.81258641,564812172.5911376,382178465.06368196,402969122.34629613,-20790657.28261417,0.057716001929051686
245,2021-06-15,1032318613.9980236,565269628.0414592,83410883.15888086,565269628.0414592,383638102.79768354,402114266.1665536,-18476163.36887008,-0.21259036340393322
246,2021-06-16,1032460107.9147216,568730083.7050546,77610883.15206942,568730083.7050546,386119141.05759746,409986340.74357414,-23867199.685976684,1.9200821575526845
247,2021-06-17,1032601396.7986945,568204519.3217818,77610883.15206942,568204519.3217818,386785994.3248434,410206158.44460106,-23420164.119757652,0.05358712844790148
248,2021-06-18,1032744981.4626071,567704457.4075223,77610883.15206942,567704457.4075223,387429640.90301526,410667872.12154245,-23238231.218527198,0.11242994845352428
249,2021-06-19,1032886258.8041439,567179000.1955302,77610883.15206942,567179000.1955302,388096375.45654434,406899966.1619532,-18803590.70540887,-0.9260030162031399
250,2021-06-20,1033027757.648067,566653539.9406148,77610883.15206942,566653539.9406148,388763334.55538285,407051376.5978626,-18288042.042479753,0.03719688585132985
251,2021-06-21,1033168518.2814214,566128081.672947,77610883.15206942,566128081.672947,389429553.4564049,407301103.0717531,-17871549.61534816,0.061312496334309685
252,2021-06-22,1033309521.2853292,565602620.5933133,77610883.15206942,565602620.5933133,390096017.53994644,402243680.6379293,-12147663.097982883,-1.2573031416685154
253,2021-06-23,1033450067.6253957,565077159.8751179,77610883.15206942,565077159.8751179,390762024.59820837,402560186.60834837,-11798162.010140002,0.07862326701646793
254,2021-06-24,1033590670.0863749,564551698.8608906,77610883.15206942,564551698.8608906,391428088.07341486,401947217.27930415,-10519129.205889285,-0.15249995588806087
255,2021-06-25,1033731094.6861202,564026236.3993523,77610883.15206942,564026236.3993523,392093975.1346984,401604803.41365534,-9510828.27895695,-0.08526139695996449
256,2021-06-26,1033870811.5741524,563500779.504753,77610883.15206942,563500779.504753,392759148.91732985,401295339.07539594,-8536190.158066094,-0.07711635499489944
257,2021-06-27,1034010828.4063745,562975319.146514,77610883.15206942,562975319.146514,393424626.107791,401577458.6506603,-8152832.54286927,0.07025284143495014
258,2021-06-28,1034151037.4674674,562449853.6838366,77610883.15206942,562449853.6838366,394090300.63156134,402214017.73374057,-8123717.102179229,0.1582637737657535
259,2021-06-29,1034291426.4221152,561924392.734384,77610883.15206942,561924392.734384,394756150.5356618,403200815.552431,-8444665.01676917,0.24474102745510606
260,2021-06-30,1034432119.7616541,561398932.2550215,77610883.15206942,561398932.2550215,395422304.35456324,404463610.0611333,-9041305.706570089,0.31221461641789006
261,2021-07-01,1034574218.566656,560873471.8334472,77610883.15206942,560873471.8334472,396089863.5811393,404598243.7651155,-8508380.183976173,0.03327589925484631
262,2021-07-02,1034716204.3034922,560348013.1887921,77610883.15120721,560348013.1887921,396757307.96349293,404201359.662953,-7444051.699460089,-0.0981896999291223
263,2021-07-03,1034858138.439017,559822551.0905749,77610883.15120721,559822551.0905749,397424704.1972351,404640358.6367389,-7215654.439503789,0.10849114884756261
264,2021-07-04,1035000767.2583791,559297094.7622294,77610883.15120721,559297094.7622294,398092789.34494245,404911843.5855578,-6819054.240615368,0.06704791502636454
265,2021-07-05,1035143770.5866069,557793240.1668651,77342963.1427048,557793240.1668651,400007567.277037,405124285.0422402,-5116717.765203178,0.05243858848407967
266,2021-07-06,1035286909.9446795,557267599.1071752,77342963.1427048,557267599.1071752,400676347.69479954,405040607.39318824,-4364259.698388696,-0.020659076528289688
267,2021-07-07,1035432944.5697347,556741956.0325929,77342963.1427048,556741956.0325929,401348025.39443696,405257337.5529727,-3909312.158535719,0.0534796386644274
268,2021-07-08,1035579941.2038494,556216312.0570549,77342963.1427048,556216312.0570549,402020666.0040897,401858513.6181158,162152.38597393036,-0.8457762669392679
269,2021-07-09,1035721759.7294394,555690673.1049398,77342963.1427048,555690673.1049398,402688123.4817947,405584575.895347,-2896452.4135522842,0.9186893434016241
270,2021-07-10,1035862939.4255655,555165026.501878,77342963.1427048,555165026.501878,403354949.7809827,405828772.09997827,-2473822.318995595,0.06017222568218017
271,2021-07-11,1036004199.0127792,554639388.5613841,77342963.1427048,554639388.5613841,404021847.30869037,405957639.61358064,-1935792.304890275,0.03174407894503872
272,2021-07-12,1036146446.4823812,554113744.27342,77342963.1427048,554113744.27342,404689739.0662564,406247758.66178405,-1558019.595527649,0.0714143135605525
273,2021-07-13,1036286705.3599544,553588100.4931197,77342963.1427048,553588100.4931197,405355641.72412986,402948198.2870034,2407443.4371264577,-0.8188547284260466
274,2021-07-14,1036427704.9675028,548762459.3667438,77342963.1427048,548762459.3667438,410322282.4580542,399554239.5570743,10768042.900979877,-0.8494362952302623
275,2021-07-15,1036569200.3403672,548252394.0964166,77317963.13886578,548252394.0964166,410998843.1050847,400731234.8664973,10267608.238587439,0.29371189640734485
276,2021-07-16,1036710736.3249413,547726718.773671,77317963.13658904,547726718.773671,411666054.4146812,408079197.948873,3586856.4658082128,1.8006218203007478
277,2021-07-17,1036852274.7822176,547201041.512556,77317963.13658904,547201041.512556,412333270.1330726,404396653.2237033,7936616.90936929,-0.9106269045042126
278,2021-07-18,1036993785.8007212,546675364.611909,77317963.13658904,546675364.611909,413000458.05222315,405181861.0822882,7818596.96993494,0.19379146353874432
279,2021-07-19,1037135671.078953,546149688.5824904,77317963.13658904,546149688.5824904,413668019.3598735,405401265.67269623,8266753.687177241,0.05412035160865969
280,2021-07-20,1037278079.8747691,545624013.1650476,77317963.13658904,545624013.1650476,414336103.57313234,405775956.5587241,8560147.01440823,0.09233935130251325
281,2021-07-21,1037420956.8550783,545098339.6188976,77317963.13658904,545098339.6188976,415004654.0995918,405459158.6521648,9545495.447426975,-0.07813312384222115
282,2021-07-22,1037563513.2754529,544572659.4089023,77317963.13658904,544572659.4089023,415672890.72996145,405644447.68578064,10028443.04418081,0.045677695004314955
283,2021-07-23,1037705570.720707,544046985.451762,77317963.13658904,544046985.451762,416340622.1323559,405694038.1729448,10646583.959411144,0.012223617430379363
284,2021-07-24,1037847750.4304649,543521310.2791075,77317963.13658904,543521310.2791075,417008477.0147684,405570660.58512354,11437816.429644883,-0.030420737940772824
285,2021-07-25,1037989759.4675231,542995629.5267851,77317963.13658904,542995629.5267851,417676166.80414885,404891022.14472556,12785144.659423292,-0.16785712777674178
286,2021-07-26,1038132577.4253896,542469952.8116703,77317963.13658904,542469952.8116703,418344661.4771304,408226589.8532972,10118071.62383324,0.8170873214726839
287,2021-07-27,1038278674.532746,541957015.7423244,77317963.14049278,541957015.7423244,419003695.6499288,408056975.5715903,10946720.078338504,-0.041566323298198427
288,2021-07-28,1038425663.9679278,541478401.4986392,77317963.14179732,541478401.4986392,419629299.3274913,408236531.3053256,11392768.022165656,0.04398325969535222
289,2021-07-29,1038499697.5980124,540952702.9516773,77317963.14179732,540952702.9516773,420229031.5045378,408293927.0350045,11935104.469533324,0.014057453681886045
290,2021-07-30,1038645597.9673984,540433875.0615101,77317963.14310196,540433875.0615101,420893759.76278645,408385422.94187623,12508336.820910215,0.022404302830551615
291,2021-07-31,1038791716.7469331,539908174.6592336,77317963.14310196,539908174.6592336,421565578.9445976,408519805.9304282,13045773.014169395,0.03289509752065101
292,2021-08-01,1038937070.2990175,539382479.2114652,77317963.14310196,539382479.2114652,422236627.9444504,408359425.2987182,13877202.645732164,-0.039274379816916394
293,2021-08-02,1039082024.6385318,538856773.7451794,77317963.14310196,538856773.7451794,422907287.7502505,408375117.9423601,14532169.807890415,0.0038427031796004485
294,2021-08-03,1039229608.2575144,538331074.923492,77317963.14146416,538331074.923492,423580570.1925582,408278371.3792085,15302198.813349724,-0.023696225402474624
295,2021-08-04,1039378209.9897057,537805377.9632541,77317963.14146416,537805377.9632541,424254868.8849875,410065915.8177238,14188953.067263663,0.43591636601904327
296,2021-08-05,1039523415.6993227,537832021.6359665,76915781.13543577,537832021.6359665,424775612.9279205,400317378.5240744,24458234.403846145,-2.435202121274685
297,2021-08-06,1039668481.3154143,537570895.0928413,76915781.1393497,537570895.0928413,425181805.0832233,400580606.85231125,24601198.23091203,0.06571170040039931
298,2021-08-07,1039813876.4183996,537045020.0155709,76915781.1393497,537045020.0155709,425853075.263479,409551485.28650004,16301589.976978958,2.1904153095460543
299,2021-08-08,1039958319.6296283,536519141.96157974,76915781.1393497,536519141.96157974,426523396.5286989,409501547.9368135,17021848.591885448,-0.01219466689153137
300,2021-08-09,1040101560.5200646,536171981.68087095,76915781.14326419,536171981.68087095,427013797.69592947,410109381.0028432,16904416.693086267,0.1482124267782865
301,2021-08-10,1040245778.5677829,535646098.00086933,76915781.14326419,535646098.00086933,427683899.4236493,410291532.3648237,17392367.058825612,0.044395593769792185
302,2021-08-11,1040391077.2105081,535120221.4508001,76915781.14326419,535120221.4508001,428355074.61644375,410443321.3735154,17911753.242928326,0.03698172214954809
303,2021-08-12,1040536457.9830669,534594346.0143667,76915781.14326419,534594346.0143667,429026330.82543606,410267319.6433021,18759011.182133973,-0.04289928097766449
304,2021-08-13,1040608520.8881129,529768467.33199716,76915781.14326419,529768467.33199716,433924272.41285163,410126633.5472686,23797638.865583003,-0.03430308702867535
305,2021-08-14,1040753600.2243788,529242584.40560967,76915781.14326419,529242584.40560967,434595234.6755049,414984846.76862687,19610387.906878054,1.170696534870558
306,2021-08-15,1040898110.8500357,528716707.6312892,76915781.14326419,528716707.6312892,435265622.07548237,414839301.97936094,20426320.09612143,-0.03508461916975136
307,2021-08-16,1041043367.437934,528190827.42346805,76915781.14326419,528190827.42346805,435936758.8712018,415517584.86105156,20419174.010150254,0.16323806895380244
308,2021-08-17,1041188800.6043607,527664955.05508107,76915781.14326419,527664955.05508107,436608064.40601534,410781268.611438,25826795.79457736,-1.1530020016793117
309,2021-08-18,1041334975.5958208,527206459.2908194,76915781.1458701,527206459.2908194,437212735.15913135,410203572.4180234,27009162.74110794,-0.14083158515884975
310,2021-08-19,1041481526.5857422,526680574.1532221,76915781.1458701,526680574.1532221,437885171.2866501,409678900.747669,28206270.53898114,-0.12806899974513897
311,2021-08-20,1041628593.7886391,526190893.4702872,76915781.14717133,526190893.4702872,438521919.17118055,407011115.11363596,31510804.05754459,-0.6554576852988845
312,2021-08-21,1041775786.9334126,525664957.7689193,76915781.14717133,525664957.7689193,439195048.01732194,407338773.6368184,31856274.380503535,0.08043882497534582
313,2021-08-22,1041923405.2074187,525139023.8288796,76915781.14717133,525139023.8288796,439868600.23136777,406964332.25511056,32904267.976257205,-0.09200840271013533
314,2021-08-23,1042071394.0901015,524663102.14241946,76915781.14847375,524663102.14241946,440492510.7992082,410489836.34675443,30002674.452453792,0.8588529555371878
315,2021-08-24,1042219921.6076465,524145024.7532484,76915781.14977494,524145024.7532484,441159115.7046231,410926164.2735084,30232951.431114674,0.10618158800508581
316,2021-08-25,1042368054.6319654,523618803.15457565,76915781.14977494,523618803.15457565,441833470.3276147,410903866.0420542,30929604.28556055,-0.005426629753827683
317,2021-08-26,1042515610.8100554,523092580.2039925,76915781.14977494,523092580.2039925,442507249.456288,410613657.9421373,31893591.51415068,-0.07067667972158631
318,2021-08-27,1042663418.6642178,522566359.19910824,76915781.14977494,522566359.19910824,443181278.3153346,410733227.7429282,32448050.57240641,0.02911130454381805
319,2021-08-28,1042810843.0427918,522040135.4913331,76915781.14977494,522040135.4913331,443854926.40168387,410375933.56720936,33478992.834474504,-0.087065089956198
320,2021-08-29,1042885708.8510062,521513917.84822315,76915781.14977494,521513917.84822315,444456009.85300803,410880938.6564302,33575071.19657785,0.12290788929566077
321,2021-08-30,1043035506.0960009,520987693.73527986,76915781.14977494,520987693.73527986,445132031.21094596,413492410.60727847,31639620.603667498,0.6315646633061363
322,2021-08-31,1043186359.6106513,520461469.0293836,76915781.14977494,520461469.0293836,445809109.4314928,413969940.3463069,31839169.085185885,0.11535372317830195
323,2021-09-01,1043338954.2886112,519946835.3141523,76915781.15107955,519946835.3141523,446476337.8233792,413602063.2838622,32874274.539517045,-0.08894468744277617
324,2021-09-02,1043492431.3766397,520240544.30639976,76915781.16542715,520240544.30639976,446336105.9048128,410290035.05715287,36046070.847659945,-0.8072407184463941
325,2021-09-03,1043647474.9609107,519714301.8778818,76915781.16542715,519714301.8778818,447017391.91760176,410996413.2729305,36020978.64467126,0.1718696788987586
326,2021-09-04,1043724384.4671898,519226526.1408301,76915781.16542715,519226526.1408301,447582077.16093254,408733383.8681848,38848693.292747736,-0.5536688447928384
327,2021-09-04,1043724388.33129,519234809.2507005,76915781.16542715,519234809.2507005,447573797.91516244,408733383.8681848,38840414.04697764,0.0
328,2021-09-04,1043803421.8296403,519188063.3324086,76915781.16542715,519188063.3324086,447699577.3318045,408733383.8681848,38966193.46361971,0.0
329,2021-09-04,1043724384.1005965,519225638.2928561,76915781.16542715,519225638.2928561,447582964.64231324,408733383.8681848,38849580.77412844,0.0
330,2021-09-05,1043881269.7823361,518661821.005127,76915781.16542715,518661821.005127,448303667.61178195,408293455.0699209,40010212.54186106,-0.10774818768244643
331,2021-09-06,1044036145.9900874,518135584.3883787,76915781.16639397,518135584.3883787,448984780.4353148,413238631.432758,35746149.0025568,1.1966878182931282
332,2021-09-07,1044194688.7391701,517609339.27458125,76915781.16639397,517609339.27458125,449669568.2981948,413753490.92413116,35916077.37406367,0.12443628940101803
333,2021-09-08,1044349816.9161091,517154316.31930417,76915781.16900328,517154316.31930417,450279719.42780167,412864358.25024945,37415361.17755222,-0.21535709152757931
